name,crossing_number,strands,braid_word,jones_q,raw_braid_notation,raw_jones_t,comparable
12a_561,12,5,"[1, -2, 3, 1, 3, 1, -2, 3, -4, 3, -2, 3, 3, 4]",-q**(-1)+ 4-9*q+ 17*q**2-25*q**3+ 33*q**4-35*q**5+ 34*q**6-29*q**7+ 20*q**8-12*q**9+ 5*q**10-q**11,"[1,-2,3,1,3,1,-2,3,-4,3,-2,3,3,4]",-t^(-1)+ 4-9*t+ 17*t^2-25*t^3+ 33*t^4-35*t^5+ 34*t^6-29*t^7+ 20*t^8-12*t^9+ 5*t^10-t^11,true
12a_562,12,6,"[1, 2, -3, 5, -4, 3, 5, 2, -3, 2, 1, 5, -4, -3, -2]",q**(-3)-3*q**(-2)+ 8*q**(-1)-14+ 20*q-25*q**2+ 27*q**3-25*q**4+ 21*q**5-14*q**6+ 8*q**7-4*q**8+ q**9,"[1,2,-3,5,-4,3,5,2,-3,2,1,5,-4,-3,-2]",t^(-3)-3*t^(-2)+ 8*t^(-1)-14+ 20*t-25*t^2+ 27*t^3-25*t^4+ 21*t^5-14*t^6+ 8*t^7-4*t^8+ t^9,true
12a_563,12,5,"[-1, 2, 2, 2, 2, 1, 1, 2, -3, 2, -3, 4, 3, -2, 3, -4]",1-2*q+ 5*q**2-9*q**3+ 13*q**4-16*q**5+ 19*q**6-17*q**7+ 14*q**8-11*q**9+ 6*q**10-3*q**11+ q**12,"[-1,2,2,2,2,1,1,2,-3,2,-3,4,3,-2,3,-4]",1-2*t+ 5*t^2-9*t^3+ 13*t^4-16*t^5+ 19*t^6-17*t^7+ 14*t^8-11*t^9+ 6*t^10-3*t^11+ t^12,true
12a_564,12,6,"[1, -2, 1, 2, -3, 2, 3, -4, 3, -4, 5, 4, -3, 4, 3, -5, 2]",q**(-1)-3+ 7*q-12*q**2+ 17*q**3-19*q**4+ 21*q**5-19*q**6+ 15*q**7-11*q**8+ 6*q**9-3*q**10+ q**11,"[1,-2,1,2,-3,2,3,-4,3,-4,5,4,-3,4,3,-5,2]",t^(-1)-3+ 7*t-12*t^2+ 17*t^3-19*t^4+ 21*t^5-19*t^6+ 15*t^7-11*t^8+ 6*t^9-3*t^10+ t^11,true
12a_565,12,5,"[-1, -3, -4, 3, 2, -3, -4, 2, -4, -3, -3, -1, -3, 2]",-q**(-11)+ 4*q**(-10)-10*q**(-9)+ 17*q**(-8)-24*q**(-7)+ 29*q**(-6)-30*q**(-5)+ 28*q**(-4)-22*q**(-3)+ 15*q**(-2)-8*q**(-1)+ 4-q,"[-1,-3,-4,3,2,-3,-4,2,-4,-3,-3,-1,-3,2]",-t^(-11)+ 4*t^(-10)-10*t^(-9)+ 17*t^(-8)-24*t^(-7)+ 29*t^(-6)-30*t^(-5)+ 28*t^(-4)-22*t^(-3)+ 15*t^(-2)-8*t^(-1)+ 4-t,true
12a_566,12,6,"[-1, -4, -2, 3, 5, -2, -4, 3, -5, -4, -1, -5, -4, 3, 2]",-q**(-10)+ 3*q**(-9)-7*q**(-8)+ 12*q**(-7)-17*q**(-6)+ 22*q**(-5)-24*q**(-4)+ 23*q**(-3)-19*q**(-2)+ 14*q**(-1)-8+ 4*q-q**2,"[-1,-4,-2,3,5,-2,-4,3,-5,-4,-1,-5,-4,3,2]",-t^(-10)+ 3*t^(-9)-7*t^(-8)+ 12*t^(-7)-17*t^(-6)+ 22*t^(-5)-24*t^(-4)+ 23*t^(-3)-19*t^(-2)+ 14*t^(-1)-8+ 4*t-t^2,true
12a_567,12,4,"[-1, 2, -1, 2, -1, 3, -1, 3, 3, 2, -1, 2, -3]",-q**(-5)+ 4*q**(-4)-9*q**(-3)+ 18*q**(-2)-28*q**(-1)+ 36-39*q+ 38*q**2-32*q**3+ 23*q**4-14*q**5+ 6*q**6-q**7,"[-1,2,-1,2,-1,3,-1,3,3,2,-1,2,-3]",-t^(-5)+ 4*t^(-4)-9*t^(-3)+ 18*t^(-2)-28*t^(-1)+ 36-39*t+ 38*t^2-32*t^3+ 23*t^4-14*t^5+ 6*t^6-t^7,true
12a_568,12,5,"[-1, -4, -3, 2, -3, 4, 3, 3, 3, -2, 3, 2, 1, 1, 2, 2]",1-2*q+ 6*q**2-11*q**3+ 17*q**4-22*q**5+ 25*q**6-24*q**7+ 20*q**8-15*q**9+ 9*q**10-4*q**11+ q**12,"[-1,-4,-3,2,-3,4,3,3,3,-2,3,2,1,1,2,2]",1-2*t+ 6*t^2-11*t^3+ 17*t^4-22*t^5+ 25*t^6-24*t^7+ 20*t^8-15*t^9+ 9*t^10-4*t^11+ t^12,true
12a_569,12,5,"[-1, 2, -3, -4, -1, -2, -4, -4, -4, 3, -2, -4, 3, 3]",-q**(-11)+ 3*q**(-10)-8*q**(-9)+ 13*q**(-8)-18*q**(-7)+ 23*q**(-6)-23*q**(-5)+ 22*q**(-4)-18*q**(-3)+ 12*q**(-2)-7*q**(-1)+ 4-q,"[-1,2,-3,-4,-1,-2,-4,-4,-4,3,-2,-4,3,3]",-t^(-11)+ 3*t^(-10)-8*t^(-9)+ 13*t^(-8)-18*t^(-7)+ 23*t^(-6)-23*t^(-5)+ 22*t^(-4)-18*t^(-3)+ 12*t^(-2)-7*t^(-1)+ 4-t,true
12a_57,12,6,"[1, -2, -3, 1, -3, -4, -2, -4, 5, 3, 5, -4, 5]",-q**(-7)+ 4*q**(-6)-9*q**(-5)+ 16*q**(-4)-22*q**(-3)+ 26*q**(-2)-28*q**(-1)+ 26-20*q+ 14*q**2-7*q**3+ 3*q**4-q**5,"[1,-2,-3,1,-3,-4,-2,-4,5,3,5,-4,5]",-t^(-7)+ 4*t^(-6)-9*t^(-5)+ 16*t^(-4)-22*t^(-3)+ 26*t^(-2)-28*t^(-1)+ 26-20*t+ 14*t^2-7*t^3+ 3*t^4-t^5,true
12a_570,12,6,"[-1, 2, -3, -4, -5, -1, 2, 4, -5, -3, -4, -3, 2, -3, 4]",-q**(-10)+ 3*q**(-9)-8*q**(-8)+ 14*q**(-7)-21*q**(-6)+ 28*q**(-5)-30*q**(-4)+ 30*q**(-3)-25*q**(-2)+ 18*q**(-1)-11+ 5*q-q**2,"[-1,2,-3,-4,-5,-1,2,4,-5,-3,-4,-3,2,-3,4]",-t^(-10)+ 3*t^(-9)-8*t^(-8)+ 14*t^(-7)-21*t^(-6)+ 28*t^(-5)-30*t^(-4)+ 30*t^(-3)-25*t^(-2)+ 18*t^(-1)-11+ 5*t-t^2,true
12a_571,12,4,"[1, 1, 1, 2, -3, 2, -3, -1, 2, -3, 2, 2, -3]",q**(-3)-4*q**(-2)+ 10*q**(-1)-20+ 32*q-40*q**2+ 45*q**3-43*q**4+ 36*q**5-26*q**6+ 15*q**7-6*q**8+ q**9,"[1,1,1,2,-3,2,-3,-1,2,-3,2,2,-3]",t^(-3)-4*t^(-2)+ 10*t^(-1)-20+ 32*t-40*t^2+ 45*t^3-43*t^4+ 36*t^5-26*t^6+ 15*t^7-6*t^8+ t^9,true
12a_572,12,4,"[-1, 2, 2, 3, -1, 3, -1, 2, 2, 2, -1, 2, -3]",q**(-3)-3*q**(-2)+ 7*q**(-1)-13+ 20*q-25*q**2+ 28*q**3-26*q**4+ 22*q**5-16*q**6+ 9*q**7-4*q**8+ q**9,"[-1,2,2,3,-1,3,-1,2,2,2,-1,2,-3]",t^(-3)-3*t^(-2)+ 7*t^(-1)-13+ 20*t-25*t^2+ 28*t^3-26*t^4+ 22*t^5-16*t^6+ 9*t^7-4*t^8+ t^9,true
12a_573,12,4,"[-1, -1, -1, 2, 2, 3, -1, 3, -1, 2, -1, 2, -3]",q**(-7)-3*q**(-6)+ 6*q**(-5)-11*q**(-4)+ 16*q**(-3)-20*q**(-2)+ 22*q**(-1)-20+ 18*q-13*q**2+ 8*q**3-4*q**4+ q**5,"[-1,-1,-1,2,2,3,-1,3,-1,2,-1,2,-3]",t^(-7)-3*t^(-6)+ 6*t^(-5)-11*t^(-4)+ 16*t^(-3)-20*t^(-2)+ 22*t^(-1)-20+ 18*t-13*t^2+ 8*t^3-4*t^4+ t^5,true
12a_574,12,4,"[1, 2, 2, 2, 2, 2, 2, 3, 1, 3, -2, 3, 1]",q**4-2*q**5+ 6*q**6-8*q**7+ 12*q**8-16*q**9+ 17*q**10-17*q**11+ 15*q**12-11*q**13+ 7*q**14-4*q**15+ q**16,"[1,2,2,2,2,2,2,3,1,3,-2,3,1]",t^4-2*t^5+ 6*t^6-8*t^7+ 12*t^8-16*t^9+ 17*t^10-17*t^11+ 15*t^12-11*t^13+ 7*t^14-4*t^15+ t^16,true
12a_575,12,5,"[1, -2, 3, 1, 1, 2, 2, 2, 3, 3, 4, -3, 4, 3]",q**3-3*q**4+ 9*q**5-15*q**6+ 22*q**7-27*q**8+ 29*q**9-27*q**10+ 22*q**11-15*q**12+ 8*q**13-4*q**14+ q**15,"[1,-2,3,1,1,2,2,2,3,3,4,-3,4,3]",t^3-3*t^4+ 9*t^5-15*t^6+ 22*t^7-27*t^8+ 29*t^9-27*t^10+ 22*t^11-15*t^12+ 8*t^13-4*t^14+ t^15,true
12a_576,12,3,"[1, -2, -2, -2, -2, -2, -2, 1, 1, -2, -2, -2]",-q**(-12)+ 2*q**(-11)-4*q**(-10)+ 6*q**(-9)-7*q**(-8)+ 8*q**(-7)-9*q**(-6)+ 8*q**(-5)-6*q**(-4)+ 6*q**(-3)-3*q**(-2)+ 2*q**(-1)-1,"[1,-2,-2,-2,-2,-2,-2,1,1,-2,-2,-2]",-t^(-12)+ 2*t^(-11)-4*t^(-10)+ 6*t^(-9)-7*t^(-8)+ 8*t^(-7)-9*t^(-6)+ 8*t^(-5)-6*t^(-4)+ 6*t^(-3)-3*t^(-2)+ 2*t^(-1)-1,true
12a_577,12,4,"[-1, -2, 3, 3, -2, -2, -2, 3, -2, -2, -2, -1, 2]",-q**(-11)+ 2*q**(-10)-5*q**(-9)+ 9*q**(-8)-13*q**(-7)+ 17*q**(-6)-18*q**(-5)+ 17*q**(-4)-14*q**(-3)+ 11*q**(-2)-6*q**(-1)+ 3-q,"[-1,-2,3,3,-2,-2,-2,3,-2,-2,-2,-1,2]",-t^(-11)+ 2*t^(-10)-5*t^(-9)+ 9*t^(-8)-13*t^(-7)+ 17*t^(-6)-18*t^(-5)+ 17*t^(-4)-14*t^(-3)+ 11*t^(-2)-6*t^(-1)+ 3-t,true
12a_578,12,4,"[-1, -1, -1, -2, 3, 3, -2, -2, -2, 3, -2, -1, 2]",-q**(-11)+ 3*q**(-10)-8*q**(-9)+ 14*q**(-8)-19*q**(-7)+ 23*q**(-6)-24*q**(-5)+ 22*q**(-4)-17*q**(-3)+ 12*q**(-2)-6*q**(-1)+ 3-q,"[-1,-1,-1,-2,3,3,-2,-2,-2,3,-2,-1,2]",-t^(-11)+ 3*t^(-10)-8*t^(-9)+ 14*t^(-8)-19*t^(-7)+ 23*t^(-6)-24*t^(-5)+ 22*t^(-4)-17*t^(-3)+ 12*t^(-2)-6*t^(-1)+ 3-t,true
12a_579,12,5,"[1, -2, 3, -4, 1, -4, 1, -2, -4, 3, -4, 3]",q**(-6)-4*q**(-5)+ 9*q**(-4)-15*q**(-3)+ 21*q**(-2)-26*q**(-1)+ 28-25*q+ 21*q**2-14*q**3+ 8*q**4-4*q**5+ q**6,"[1,-2,3,-4,1,-4,1,-2,-4,3,-4,3]",t^(-6)-4*t^(-5)+ 9*t^(-4)-15*t^(-3)+ 21*t^(-2)-26*t^(-1)+ 28-25*t+ 21*t^2-14*t^3+ 8*t^4-4*t^5+ t^6,true
12a_58,12,5,"[-1, 4, -3, -3, 2, -1, 4, -1, 4, -3, 2, 2]",q**(-6)-4*q**(-5)+ 9*q**(-4)-17*q**(-3)+ 25*q**(-2)-30*q**(-1)+ 33-30*q+ 25*q**2-17*q**3+ 9*q**4-4*q**5+ q**6,"[-1,4,-3,-3,2,-1,4,-1,4,-3,2,2]",t^(-6)-4*t^(-5)+ 9*t^(-4)-17*t^(-3)+ 25*t^(-2)-30*t^(-1)+ 33-30*t+ 25*t^2-17*t^3+ 9*t^4-4*t^5+ t^6,true
12a_580,12,4,"[-1, 2, -1, -2, 3, 3, -2, -2, -2, -2, -2, -2, 3]",-q**(-11)+ 2*q**(-10)-4*q**(-9)+ 6*q**(-8)-8*q**(-7)+ 10*q**(-6)-10*q**(-5)+ 9*q**(-4)-7*q**(-3)+ 6*q**(-2)-3*q**(-1)+ 2-q,"[-1,2,-1,-2,3,3,-2,-2,-2,-2,-2,-2,3]",-t^(-11)+ 2*t^(-10)-4*t^(-9)+ 6*t^(-8)-8*t^(-7)+ 10*t^(-6)-10*t^(-5)+ 9*t^(-4)-7*t^(-3)+ 6*t^(-2)-3*t^(-1)+ 2-t,true
12a_581,12,5,"[1, -2, -2, -2, -3, 4, 4, -3, -2, 3, 4, -1, -1, -2]",-q**(-10)+ 2*q**(-9)-5*q**(-8)+ 9*q**(-7)-13*q**(-6)+ 17*q**(-5)-18*q**(-4)+ 18*q**(-3)-15*q**(-2)+ 11*q**(-1)-6+ 3*q-q**2,"[1,-2,-2,-2,-3,4,4,-3,-2,3,4,-1,-1,-2]",-t^(-10)+ 2*t^(-9)-5*t^(-8)+ 9*t^(-7)-13*t^(-6)+ 17*t^(-5)-18*t^(-4)+ 18*t^(-3)-15*t^(-2)+ 11*t^(-1)-6+ 3*t-t^2,true
12a_582,12,5,"[1, -2, -3, 4, 4, -3, -2, 3, 4, -1, -1, -2, -2, -2]",-q**(-10)+ 3*q**(-9)-7*q**(-8)+ 11*q**(-7)-15*q**(-6)+ 19*q**(-5)-20*q**(-4)+ 19*q**(-3)-15*q**(-2)+ 11*q**(-1)-6+ 3*q-q**2,"[1,-2,-3,4,4,-3,-2,3,4,-1,-1,-2,-2,-2]",-t^(-10)+ 3*t^(-9)-7*t^(-8)+ 11*t^(-7)-15*t^(-6)+ 19*t^(-5)-20*t^(-4)+ 19*t^(-3)-15*t^(-2)+ 11*t^(-1)-6+ 3*t-t^2,true
12a_583,12,5,"[-1, 2, -3, 4, -1, -3, 4, 4, 4, -3, 2, -3]",q**(-6)-3*q**(-5)+ 7*q**(-4)-12*q**(-3)+ 18*q**(-2)-23*q**(-1)+ 25-24*q+ 20*q**2-14*q**3+ 9*q**4-4*q**5+ q**6,"[-1,2,-3,4,-1,-3,4,4,4,-3,2,-3]",t^(-6)-3*t^(-5)+ 7*t^(-4)-12*t^(-3)+ 18*t^(-2)-23*t^(-1)+ 25-24*t+ 20*t^2-14*t^3+ 9*t^4-4*t^5+ t^6,true
12a_584,12,5,"[-1, 2, -3, 4, -1, 4, 4, 4, -3, 4, 2, -3]",-q**(-4)+ 3*q**(-3)-6*q**(-2)+ 11*q**(-1)-15+ 20*q-22*q**2+ 21*q**3-18*q**4+ 13*q**5-8*q**6+ 4*q**7-q**8,"[-1,2,-3,4,-1,4,4,4,-3,4,2,-3]",-t^(-4)+ 3*t^(-3)-6*t^(-2)+ 11*t^(-1)-15+ 20*t-22*t^2+ 21*t^3-18*t^4+ 13*t^5-8*t^6+ 4*t^7-t^8,true
12a_585,12,6,"[-1, 2, -3, 4, 5, -1, 5, 4, -3, 4, -5, 2, -3]",-q**(-5)+ 4*q**(-4)-9*q**(-3)+ 16*q**(-2)-22*q**(-1)+ 27-28*q+ 26*q**2-21*q**3+ 14*q**4-8*q**5+ 4*q**6-q**7,"[-1,2,-3,4,5,-1,5,4,-3,4,-5,2,-3]",-t^(-5)+ 4*t^(-4)-9*t^(-3)+ 16*t^(-2)-22*t^(-1)+ 27-28*t+ 26*t^2-21*t^3+ 14*t^4-8*t^5+ 4*t^6-t^7,true
12a_586,12,5,"[-1, 2, 2, 3, 1, 3, 1, 2, 2, 2, -3, 4, 2, -3, 4, 3]",q**3-3*q**4+ 8*q**5-14*q**6+ 23*q**7-29*q**8+ 32*q**9-31*q**10+ 26*q**11-19*q**12+ 11*q**13-5*q**14+ q**15,"[-1,2,2,3,1,3,1,2,2,2,-3,4,2,-3,4,3]",t^3-3*t^4+ 8*t^5-14*t^6+ 23*t^7-29*t^8+ 32*t^9-31*t^10+ 26*t^11-19*t^12+ 11*t^13-5*t^14+ t^15,true
12a_587,12,4,"[-1, 2, -3, 2, 2, 2, -1, 2, 3, 3, 3, 2, 2]",q-3*q**2+ 8*q**3-13*q**4+ 20*q**5-25*q**6+ 27*q**7-26*q**8+ 22*q**9-16*q**10+ 9*q**11-4*q**12+ q**13,"[-1,2,-3,2,2,2,-1,2,3,3,3,2,2]",t-3*t^2+ 8*t^3-13*t^4+ 20*t^5-25*t^6+ 27*t^7-26*t^8+ 22*t^9-16*t^10+ 9*t^11-4*t^12+ t^13,true
12a_588,12,4,"[-1, 2, 3, -1, 3, -1, 3, 2, 2, -1, 2, -3, 2]",q**(-3)-4*q**(-2)+ 10*q**(-1)-19+ 30*q-37*q**2+ 41*q**3-39*q**4+ 32*q**5-23*q**6+ 13*q**7-5*q**8+ q**9,"[-1,2,3,-1,3,-1,3,2,2,-1,2,-3,2]",t^(-3)-4*t^(-2)+ 10*t^(-1)-19+ 30*t-37*t^2+ 41*t^3-39*t^4+ 32*t^5-23*t^6+ 13*t^7-5*t^8+ t^9,true
12a_589,12,4,"[-1, -2, 3, 3, -2, -2, 1, -2, 3, -2, -2, -2, -1]",-q**(-11)+ 3*q**(-10)-8*q**(-9)+ 15*q**(-8)-22*q**(-7)+ 27*q**(-6)-29*q**(-5)+ 28*q**(-4)-22*q**(-3)+ 16*q**(-2)-9*q**(-1)+ 4-q,"[-1,-2,3,3,-2,-2,1,-2,3,-2,-2,-2,-1]",-t^(-11)+ 3*t^(-10)-8*t^(-9)+ 15*t^(-8)-22*t^(-7)+ 27*t^(-6)-29*t^(-5)+ 28*t^(-4)-22*t^(-3)+ 16*t^(-2)-9*t^(-1)+ 4-t,true
12a_59,12,5,"[1, -2, 1, -2, 3, 3, 2, 2, -3, 4, -3, -3, 4, 4]",q**(-3)-5*q**(-2)+ 13*q**(-1)-23+ 33*q-39*q**2+ 42*q**3-38*q**4+ 30*q**5-20*q**6+ 10*q**7-4*q**8+ q**9,"[1,-2,1,-2,3,3,2,2,-3,4,-3,-3,4,4]",t^(-3)-5*t^(-2)+ 13*t^(-1)-23+ 33*t-39*t^2+ 42*t^3-38*t^4+ 30*t^5-20*t^6+ 10*t^7-4*t^8+ t^9,true
12a_590,12,4,"[-1, 2, 2, 2, -1, 2, 3, 3, 3, 3, 2, 2, -3]",q-2*q**2+ 6*q**3-10*q**4+ 16*q**5-21*q**6+ 23*q**7-23*q**8+ 20*q**9-15*q**10+ 9*q**11-4*q**12+ q**13,"[-1,2,2,2,-1,2,3,3,3,3,2,2,-3]",t-2*t^2+ 6*t^3-10*t^4+ 16*t^5-21*t^6+ 23*t^7-23*t^8+ 20*t^9-15*t^10+ 9*t^11-4*t^12+ t^13,true
12a_591,12,5,"[1, -2, 1, 2, 3, -4, 3, 3, 3, -4, 3, 2, 2, -3]",1-2*q+ 5*q**2-8*q**3+ 12*q**4-15*q**5+ 17*q**6-16*q**7+ 13*q**8-10*q**9+ 6*q**10-3*q**11+ q**12,"[1,-2,1,2,3,-4,3,3,3,-4,3,2,2,-3]",1-2*t+ 5*t^2-8*t^3+ 12*t^4-15*t^5+ 17*t^6-16*t^7+ 13*t^8-10*t^9+ 6*t^10-3*t^11+ t^12,true
12a_592,12,5,"[-1, 2, 2, 3, 3, 2, 2, -3, -4, 1, 1, -2, 3, 2, -4, 2]",1-3*q+ 9*q**2-17*q**3+ 26*q**4-32*q**5+ 35*q**6-33*q**7+ 27*q**8-19*q**9+ 10*q**10-4*q**11+ q**12,"[-1,2,2,3,3,2,2,-3,-4,1,1,-2,3,2,-4,2]",1-3*t+ 9*t^2-17*t^3+ 26*t^4-32*t^5+ 35*t^6-33*t^7+ 27*t^8-19*t^9+ 10*t^10-4*t^11+ t^12,true
12a_593,12,5,"[-1, 2, 2, -3, 1, -3, 1, 2, -3, -4, 2, 3, -4, -3]",q**(-6)-3*q**(-5)+ 7*q**(-4)-14*q**(-3)+ 21*q**(-2)-26*q**(-1)+ 29-27*q+ 23*q**2-16*q**3+ 9*q**4-4*q**5+ q**6,"[-1,2,2,-3,1,-3,1,2,-3,-4,2,3,-4,-3]",t^(-6)-3*t^(-5)+ 7*t^(-4)-14*t^(-3)+ 21*t^(-2)-26*t^(-1)+ 29-27*t+ 23*t^2-16*t^3+ 9*t^4-4*t^5+ t^6,true
12a_594,12,5,"[1, -2, -3, -4, 2, 3, -4, -3, -2, 1, 1, -2, -2, -2]",-q**(-10)+ 2*q**(-9)-5*q**(-8)+ 8*q**(-7)-10*q**(-6)+ 14*q**(-5)-15*q**(-4)+ 14*q**(-3)-12*q**(-2)+ 9*q**(-1)-5+ 3*q-q**2,"[1,-2,-3,-4,2,3,-4,-3,-2,1,1,-2,-2,-2]",-t^(-10)+ 2*t^(-9)-5*t^(-8)+ 8*t^(-7)-10*t^(-6)+ 14*t^(-5)-15*t^(-4)+ 14*t^(-3)-12*t^(-2)+ 9*t^(-1)-5+ 3*t-t^2,true
12a_595,12,6,"[-1, 2, 3, -4, 5, -1, 3, 5, -2, -4, 5, 3, -2]",q**(-5)-3*q**(-4)+ 6*q**(-3)-10*q**(-2)+ 15*q**(-1)-19+ 21*q-20*q**2+ 18*q**3-13*q**4+ 8*q**5-4*q**6+ q**7,"[-1,2,3,-4,5,-1,3,5,-2,-4,5,3,-2]",t^(-5)-3*t^(-4)+ 6*t^(-3)-10*t^(-2)+ 15*t^(-1)-19+ 21*t-20*t^2+ 18*t^3-13*t^4+ 8*t^5-4*t^6+ t^7,true
12a_596,12,6,"[-1, -2, -3, 4, 5, -3, 5, -4, 5, -4, -3, -2, -1, 2, 3]",-q**(-9)+ 2*q**(-8)-4*q**(-7)+ 6*q**(-6)-8*q**(-5)+ 11*q**(-4)-11*q**(-3)+ 11*q**(-2)-10*q**(-1)+ 8-5*q+ 3*q**2-q**3,"[-1,-2,-3,4,5,-3,5,-4,5,-4,-3,-2,-1,2,3]",-t^(-9)+ 2*t^(-8)-4*t^(-7)+ 6*t^(-6)-8*t^(-5)+ 11*t^(-4)-11*t^(-3)+ 11*t^(-2)-10*t^(-1)+ 8-5*t+ 3*t^2-t^3,true
12a_597,12,6,"[-1, 2, -3, 4, 5, -1, -3, -4, 5, 4, -3, 2, -3]",q**(-7)-3*q**(-6)+ 7*q**(-5)-11*q**(-4)+ 15*q**(-3)-18*q**(-2)+ 18*q**(-1)-17+ 14*q-9*q**2+ 6*q**3-3*q**4+ q**5,"[-1,2,-3,4,5,-1,-3,-4,5,4,-3,2,-3]",t^(-7)-3*t^(-6)+ 7*t^(-5)-11*t^(-4)+ 15*t^(-3)-18*t^(-2)+ 18*t^(-1)-17+ 14*t-9*t^2+ 6*t^3-3*t^4+ t^5,true
12a_598,12,4,"[1, 1, 1, 2, -3, 2, -1, 2, 2, -3, -3, -3, 2]",q**(-3)-4*q**(-2)+ 10*q**(-1)-18+ 26*q-31*q**2+ 34*q**3-31*q**4+ 25*q**5-17*q**6+ 9*q**7-4*q**8+ q**9,"[1,1,1,2,-3,2,-1,2,2,-3,-3,-3,2]",t^(-3)-4*t^(-2)+ 10*t^(-1)-18+ 26*t-31*t^2+ 34*t^3-31*t^4+ 25*t^5-17*t^6+ 9*t^7-4*t^8+ t^9,true
12a_599,12,4,"[-1, -1, -1, -2, 3, 3, -2, -2, 1, -2, 3, -2, -1]",-q**(-11)+ 4*q**(-10)-10*q**(-9)+ 18*q**(-8)-26*q**(-7)+ 31*q**(-6)-33*q**(-5)+ 31*q**(-4)-24*q**(-3)+ 17*q**(-2)-9*q**(-1)+ 4-q,"[-1,-1,-1,-2,3,3,-2,-2,1,-2,3,-2,-1]",-t^(-11)+ 4*t^(-10)-10*t^(-9)+ 18*t^(-8)-26*t^(-7)+ 31*t^(-6)-33*t^(-5)+ 31*t^(-4)-24*t^(-3)+ 17*t^(-2)-9*t^(-1)+ 4-t,true
12a_6,12,5,"[-1, 2, -1, 2, -3, -3, 4, 2, 2, -3, 4, 4]",-q**(-4)+ 4*q**(-3)-9*q**(-2)+ 17*q**(-1)-24+ 30*q-32*q**2+ 30*q**3-25*q**4+ 17*q**5-9*q**6+ 4*q**7-q**8,"[-1,2,-1,2,-3,-3,4,2,2,-3,4,4]",-t^(-4)+ 4*t^(-3)-9*t^(-2)+ 17*t^(-1)-24+ 30*t-32*t^2+ 30*t^3-25*t^4+ 17*t^5-9*t^6+ 4*t^7-t^8,true
12a_60,12,5,"[-1, -3, 4, -3, -3, -2, 4, -2, 4, 3, 3, 2, -1, 2]",q**(-6)-4*q**(-5)+ 11*q**(-4)-21*q**(-3)+ 31*q**(-2)-39*q**(-1)+ 42-39*q+ 33*q**2-22*q**3+ 12*q**4-5*q**5+ q**6,"[-1,-3,4,-3,-3,-2,4,-2,4,3,3,2,-1,2]",t^(-6)-4*t^(-5)+ 11*t^(-4)-21*t^(-3)+ 31*t^(-2)-39*t^(-1)+ 42-39*t+ 33*t^2-22*t^3+ 12*t^4-5*t^5+ t^6,true
12a_600,12,5,"[-1, 2, 2, 2, 2, 1, 1, 2, -3, -4, 2, 3, -4, 3]",1-2*q+ 5*q**2-8*q**3+ 12*q**4-15*q**5+ 17*q**6-16*q**7+ 13*q**8-10*q**9+ 6*q**10-3*q**11+ q**12,"[-1,2,2,2,2,1,1,2,-3,-4,2,3,-4,3]",1-2*t+ 5*t^2-8*t^3+ 12*t^4-15*t^5+ 17*t^6-16*t^7+ 13*t^8-10*t^9+ 6*t^10-3*t^11+ t^12,true
12a_601,12,6,"[-1, -2, 3, 4, 5, 5, 4, -5, 4, 3, -4, 2, -1, 2, 3]",q**(-1)-3+ 7*q-11*q**2+ 16*q**3-18*q**4+ 19*q**5-18*q**6+ 14*q**7-10*q**8+ 6*q**9-3*q**10+ q**11,"[-1,-2,3,4,5,5,4,-5,4,3,-4,2,-1,2,3]",t^(-1)-3+ 7*t-11*t^2+ 16*t^3-18*t^4+ 19*t^5-18*t^6+ 14*t^7-10*t^8+ 6*t^9-3*t^10+ t^11,true
12a_602,12,4,"[-1, 2, -1, -1, -1, 2, 3, 3, 3, 2, -1, 2, -3]",-q**(-5)+ 4*q**(-4)-10*q**(-3)+ 19*q**(-2)-27*q**(-1)+ 34-36*q+ 34*q**2-28*q**3+ 19*q**4-11*q**5+ 5*q**6-q**7,"[-1,2,-1,-1,-1,2,3,3,3,2,-1,2,-3]",-t^(-5)+ 4*t^(-4)-10*t^(-3)+ 19*t^(-2)-27*t^(-1)+ 34-36*t+ 34*t^2-28*t^3+ 19*t^4-11*t^5+ 5*t^6-t^7,true
12a_603,12,5,"[-1, -2, 3, 4, 4, 4, 3, -2, 3, -2, -1, -4, 3, 2]",-q**(-4)+ 4*q**(-3)-9*q**(-2)+ 17*q**(-1)-24+ 31*q-34*q**2+ 32*q**3-27*q**4+ 19*q**5-11*q**6+ 5*q**7-q**8,"[-1,-2,3,4,4,4,3,-2,3,-2,-1,-4,3,2]",-t^(-4)+ 4*t^(-3)-9*t^(-2)+ 17*t^(-1)-24+ 31*t-34*t^2+ 32*t^3-27*t^4+ 19*t^5-11*t^6+ 5*t^7-t^8,true
12a_604,12,6,"[-1, -3, 5, 4, 2, -3, 4, 2, 5, -3, -1, 5, -4, 3, 2]",q**(-3)-3*q**(-2)+ 8*q**(-1)-16+ 25*q-32*q**2+ 36*q**3-34*q**4+ 29*q**5-21*q**6+ 12*q**7-5*q**8+ q**9,"[-1,-3,5,4,2,-3,4,2,5,-3,-1,5,-4,3,2]",t^(-3)-3*t^(-2)+ 8*t^(-1)-16+ 25*t-32*t^2+ 36*t^3-34*t^4+ 29*t^5-21*t^6+ 12*t^7-5*t^8+ t^9,true
